,century-schoolbook,century-schoolbook,verdana,verdana
,original,scaled,original,scaled
latn.d,3.0,3.0,7.0,7.0
latn.o,2.0,2.0,2.0,2.0
latn.x,54.0,58.0,54.0,54.0
p-value,0.449,0.449,0.449,0.449
