,futura,futura,pt-serif,pt-serif
,original,scaled,original,scaled
latn.q,25.0,25.0,32.0,34.0
latn.y,3.0,3.0,3.0,3.0
latn.z,39.0,39.0,28.0,30.0
p-value,0.313,0.313,0.313,0.313
