,calibri,calibri,century-schoolbook,century-schoolbook
,original,scaled,original,scaled
latn.i,1.0,1.0,0.0,0.0
latn.j,2.0,2.0,7.0,9.0
latn.o,74.0,74.0,52.0,68.0
p-value,0.057,0.057,0.057,0.057
