,futura,futura,pt-serif,pt-serif
,original,scaled,original,scaled
latn.r,34.0,34.0,24.0,26.0
latn.y,24.0,24.0,20.0,21.0
latn.z,9.0,9.0,19.0,20.0
p-value,0.07,0.07,0.07,0.07
