,candara,candara,georgia,georgia
,original,scaled,original,scaled
latn.d,48.0,50.0,35.0,35.0
latn.i,12.0,13.0,27.0,27.0
latn.l,1.0,1.0,2.0,2.0
p-value,0.008,0.008,0.008,0.008
