,futura,futura,pt-serif,pt-serif
,original,scaled,original,scaled
latn.n,31.0,31.0,22.0,28.0
latn.y,29.0,29.0,18.0,23.0
latn.z,7.0,7.0,12.0,16.0
p-value,0.171,0.171,0.171,0.171
