,futura,futura,pt-serif,pt-serif
,original,scaled,original,scaled
latn.n,0.0,0.0,2.0,3.0
latn.r,5.0,5.0,4.0,5.0
latn.z,62.0,62.0,46.0,59.0
p-value,0.369,0.369,0.369,0.369
