,calibri,calibri,century-schoolbook,century-schoolbook
,original,scaled,original,scaled
latn.j,19.0,19.0,15.0,20.0
latn.p,14.0,14.0,7.0,9.0
latn.v,44.0,44.0,37.0,48.0
p-value,0.612,0.612,0.612,0.612
