,futura,futura,pt-serif,pt-serif
,original,scaled,original,scaled
latn.g,61.0,61.0,50.0,53.0
latn.m,2.0,2.0,4.0,4.0
latn.r,4.0,4.0,9.0,10.0
p-value,0.158,0.158,0.158,0.158
