,candara,candara,georgia,georgia
,original,scaled,original,scaled
latn.b,0.0,0.0,3.0,3.0
latn.d,3.0,3.0,0.0,0.0
latn.l,58.0,61.0,61.0,61.0
p-value,0.06,0.06,0.06,0.06
