,futura,futura,pt-serif,pt-serif
,original,scaled,original,scaled
latn.h,34.0,34.0,20.0,26.0
latn.y,12.0,12.0,7.0,9.0
latn.z,21.0,21.0,25.0,32.0
p-value,0.194,0.194,0.194,0.194
