,cambria,cambria,pt-sans,pt-sans
,original,scaled,original,scaled
latn.b,4.0,4.0,2.0,2.0
latn.i,66.0,66.0,60.0,68.0
latn.p,4.0,4.0,3.0,4.0
p-value,0.826,0.826,0.826,0.826
