,candara,candara,georgia,georgia
,original,scaled,original,scaled
latn.d,11.0,12.0,6.0,6.0
latn.j,45.0,47.0,53.0,53.0
latn.k,5.0,5.0,5.0,5.0
p-value,0.364,0.364,0.364,0.364
