,calibri,calibri,century-schoolbook,century-schoolbook
,original,scaled,original,scaled
latn.i,3.0,3.0,2.0,3.0
latn.j,5.0,5.0,10.0,13.0
latn.r,69.0,69.0,47.0,61.0
p-value,0.174,0.174,0.174,0.174
