,cambria,cambria,pt-sans,pt-sans
,original,scaled,original,scaled
latn.b,11.0,11.0,5.0,6.0
latn.f,34.0,34.0,41.0,47.0
latn.n,29.0,29.0,19.0,21.0
p-value,0.112,0.112,0.112,0.112
