,calibri,calibri,century-schoolbook,century-schoolbook
,original,scaled,original,scaled
latn.r,63.0,63.0,47.0,61.0
latn.v,3.0,3.0,1.0,1.0
latn.x,11.0,11.0,11.0,15.0
p-value,0.646,0.646,0.646,0.646
