,futura,futura,pt-serif,pt-serif
,original,scaled,original,scaled
latn.g,53.0,53.0,47.0,61.0
latn.h,3.0,3.0,1.0,1.0
latn.m,11.0,11.0,4.0,5.0
p-value,0.267,0.267,0.267,0.267
