,,counts,frequencies,CI
cyrl.a,а,10.0,0.14,"(0.07, 0.24)"
cyrl.be,б,8.0,0.11,"(0.05, 0.2)"
cyrl.short-i,й,55.0,0.75,"(0.64, 0.85)"
