,,counts,frequencies,CI
cyrl.sha,ш,14.0,0.19,"(0.11, 0.3)"
cyrl.short-i,й,53.0,0.73,"(0.61, 0.82)"
cyrl.tse,ц,6.0,0.08,"(0.03, 0.17)"
