,,counts,frequencies,CI
cyrl.be,б,56.0,0.77,"(0.65, 0.86)"
cyrl.short-i,й,10.0,0.14,"(0.07, 0.24)"
cyrl.tse,ц,7.0,0.1,"(0.04, 0.19)"
