,,counts,frequencies,CI
cyrl.shcha,щ,5.0,0.07,"(0.02, 0.15)"
cyrl.short-i,й,64.0,0.88,"(0.78, 0.94)"
cyrl.tse,ц,4.0,0.05,"(0.02, 0.13)"
