,,counts,frequencies,CI
cyrl.be,б,5.0,0.07,"(0.02, 0.15)"
cyrl.io,ё,14.0,0.19,"(0.11, 0.3)"
cyrl.tse,ц,54.0,0.74,"(0.62, 0.84)"
