,,counts,frequencies,CI
cyrl.hard-sign,ъ,47.0,0.64,"(0.52, 0.75)"
cyrl.short-i,й,24.0,0.33,"(0.22, 0.45)"
cyrl.tse,ц,2.0,0.03,"(0.0, 0.1)"
