,,counts,frequencies,CI
cyrl.io,ё,69.0,0.95,"(0.87, 0.98)"
cyrl.shcha,щ,2.0,0.03,"(0.0, 0.1)"
cyrl.tse,ц,2.0,0.03,"(0.0, 0.1)"
