,,counts,frequencies,CI
cyrl.hard-sign,ъ,62.0,0.85,"(0.75, 0.92)"
cyrl.sha,ш,10.0,0.14,"(0.07, 0.24)"
cyrl.tse,ц,1.0,0.01,"(0.0, 0.07)"
