,,counts,frequencies,CI
cyrl.be,б,38.0,0.52,"(0.4, 0.64)"
cyrl.hard-sign,ъ,10.0,0.14,"(0.07, 0.24)"
cyrl.sha,ш,25.0,0.34,"(0.24, 0.46)"
