,,counts,frequencies,CI
cyrl.a,а,7.0,0.1,"(0.04, 0.19)"
cyrl.be,б,10.0,0.14,"(0.07, 0.24)"
cyrl.sha,ш,56.0,0.77,"(0.65, 0.86)"
