,,counts,frequencies,CI
cyrl.a,а,7.0,0.1,"(0.04, 0.19)"
cyrl.be,б,26.0,0.36,"(0.25, 0.48)"
cyrl.hard-sign,ъ,40.0,0.55,"(0.43, 0.66)"
