,,counts,frequencies,CI
cyrl.a,а,37.0,0.51,"(0.39, 0.63)"
cyrl.hard-sign,ъ,11.0,0.15,"(0.08, 0.25)"
cyrl.tse,ц,25.0,0.34,"(0.24, 0.46)"
