,,counts,frequencies,CI
cyrl.be,б,70.0,0.96,"(0.88, 0.99)"
cyrl.sha,ш,2.0,0.03,"(0.0, 0.1)"
cyrl.shcha,щ,1.0,0.01,"(0.0, 0.07)"
