,,counts,frequencies,CI
cyrl.be,б,11.0,0.15,"(0.08, 0.25)"
cyrl.hard-sign,ъ,48.0,0.66,"(0.54, 0.76)"
cyrl.io,ё,14.0,0.19,"(0.11, 0.3)"
