,,counts,frequencies,CI
cyrl.io,ё,67.0,0.92,"(0.83, 0.97)"
cyrl.sha,ш,4.0,0.05,"(0.02, 0.13)"
cyrl.tse,ц,2.0,0.03,"(0.0, 0.1)"
