,,counts,frequencies,CI
cyrl.a,а,25.0,0.34,"(0.24, 0.46)"
cyrl.io,ё,6.0,0.08,"(0.03, 0.17)"
cyrl.short-i,й,42.0,0.58,"(0.45, 0.69)"
