,,counts,frequencies,CI
cyrl.a,а,5.0,0.07,"(0.02, 0.15)"
cyrl.io,ё,12.0,0.16,"(0.09, 0.27)"
cyrl.sha,ш,56.0,0.77,"(0.65, 0.86)"
