,,counts,frequencies,CI
cyrl.a,а,17.0,0.23,"(0.14, 0.35)"
cyrl.be,б,18.0,0.25,"(0.15, 0.36)"
cyrl.io,ё,38.0,0.52,"(0.4, 0.64)"
