,,counts,frequencies,CI
cyrl.a,а,7.0,0.1,"(0.04, 0.19)"
cyrl.io,ё,13.0,0.18,"(0.1, 0.29)"
cyrl.shcha,щ,53.0,0.73,"(0.61, 0.82)"
