,,counts,frequencies,CI
cyrl.be,б,47.0,0.64,"(0.52, 0.75)"
cyrl.hard-sign,ъ,10.0,0.14,"(0.07, 0.24)"
cyrl.tse,ц,16.0,0.22,"(0.13, 0.33)"
