,,counts,frequencies,CI
cyrl.a,а,8.0,0.13,"(0.06, 0.25)"
cyrl.che,ч,41.0,0.68,"(0.55, 0.8)"
cyrl.ve,в,11.0,0.18,"(0.1, 0.3)"
