,,counts,frequencies,CI
cyrl.ha,х,13.0,0.22,"(0.12, 0.34)"
cyrl.hard-sign,ъ,43.0,0.72,"(0.59, 0.83)"
cyrl.i,и,4.0,0.07,"(0.02, 0.16)"
