,,counts,frequencies,CI
cyrl.che,ч,19.0,0.32,"(0.2, 0.45)"
cyrl.i,и,19.0,0.32,"(0.2, 0.45)"
cyrl.yeru,ы,22.0,0.37,"(0.25, 0.5)"
