,,counts,frequencies,CI
cyrl.che,ч,5.0,0.08,"(0.03, 0.18)"
cyrl.hard-sign,ъ,27.0,0.45,"(0.32, 0.58)"
cyrl.i,и,28.0,0.47,"(0.34, 0.6)"
