,,counts,frequencies,CI
cyrl.che,ч,11.0,0.18,"(0.1, 0.3)"
cyrl.ha,х,38.0,0.63,"(0.5, 0.75)"
cyrl.ve,в,11.0,0.18,"(0.1, 0.3)"
