,,counts,frequencies,CI
cyrl.a,а,28.0,0.47,"(0.34, 0.6)"
cyrl.hard-sign,ъ,19.0,0.32,"(0.2, 0.45)"
cyrl.ve,в,13.0,0.22,"(0.12, 0.34)"
