,,counts,frequencies,CI
cyrl.a,а,53.0,0.88,"(0.77, 0.95)"
cyrl.hard-sign,ъ,3.0,0.05,"(0.01, 0.14)"
cyrl.soft-sign,ь,4.0,0.07,"(0.02, 0.16)"
