,,counts,frequencies,CI
cyrl.a,а,8.0,0.13,"(0.06, 0.25)"
cyrl.i,и,45.0,0.75,"(0.62, 0.85)"
cyrl.ve,в,7.0,0.12,"(0.05, 0.23)"
