,,counts,frequencies,CI
cyrl.soft-sign,ь,2.0,0.03,"(0.0, 0.12)"
cyrl.ve,в,40.0,0.67,"(0.53, 0.78)"
cyrl.yeru,ы,18.0,0.3,"(0.19, 0.43)"
