,,counts,frequencies,CI
cyrl.a,а,7.0,0.12,"(0.05, 0.23)"
cyrl.che,ч,33.0,0.55,"(0.42, 0.68)"
cyrl.soft-sign,ь,20.0,0.33,"(0.22, 0.47)"
