,,counts,frequencies,CI
cyrl.che,ч,40.0,0.67,"(0.53, 0.78)"
cyrl.soft-sign,ь,12.0,0.2,"(0.11, 0.32)"
cyrl.ve,в,8.0,0.13,"(0.06, 0.25)"
