,,counts,frequencies,CI
cyrl.a,а,5.0,0.08,"(0.03, 0.18)"
cyrl.i,и,39.0,0.65,"(0.52, 0.77)"
cyrl.soft-sign,ь,16.0,0.27,"(0.16, 0.4)"
