,,counts,frequencies,CI
cyrl.ha,х,19.0,0.32,"(0.2, 0.45)"
cyrl.i,и,4.0,0.07,"(0.02, 0.16)"
cyrl.soft-sign,ь,37.0,0.62,"(0.48, 0.74)"
