,,counts,frequencies,CI
cyrl.ha,х,47.0,0.78,"(0.66, 0.88)"
cyrl.ve,в,1.0,0.02,"(0.0, 0.09)"
cyrl.yeru,ы,12.0,0.2,"(0.11, 0.32)"
