,,counts,frequencies,CI
cyrl.a,а,7.0,0.12,"(0.05, 0.23)"
cyrl.hard-sign,ъ,15.0,0.25,"(0.15, 0.38)"
cyrl.i,и,38.0,0.63,"(0.5, 0.75)"
