,,counts,frequencies,CI
cyrl.a,а,7.0,0.12,"(0.05, 0.23)"
cyrl.che,ч,31.0,0.52,"(0.38, 0.65)"
cyrl.hard-sign,ъ,22.0,0.37,"(0.25, 0.5)"
