,,counts,frequencies,CI
cyrl.ha,х,54.0,0.9,"(0.79, 0.96)"
cyrl.hard-sign,ъ,4.0,0.07,"(0.02, 0.16)"
cyrl.soft-sign,ь,2.0,0.03,"(0.0, 0.12)"
