,,counts,frequencies,CI
cyrl.ha,х,17.0,0.28,"(0.17, 0.41)"
cyrl.i,и,7.0,0.12,"(0.05, 0.23)"
cyrl.ve,в,36.0,0.6,"(0.47, 0.72)"
