,,counts,frequencies,CI
cyrl.ka,к,3.0,0.05,"(0.01, 0.13)"
cyrl.ya,я,43.0,0.69,"(0.56, 0.8)"
cyrl.zhe,ж,16.0,0.26,"(0.16, 0.38)"
