,,counts,frequencies,CI
cyrl.io,ё,49.0,0.79,"(0.67, 0.88)"
cyrl.ka,к,8.0,0.13,"(0.06, 0.24)"
cyrl.ya,я,5.0,0.08,"(0.03, 0.18)"
