,,counts,frequencies,CI
cyrl.ghe,г,38.0,0.61,"(0.48, 0.73)"
cyrl.ya,я,8.0,0.13,"(0.06, 0.24)"
cyrl.zhe,ж,16.0,0.26,"(0.16, 0.38)"
