,,counts,frequencies,CI
cyrl.a,а,17.0,0.27,"(0.17, 0.4)"
cyrl.ghe,г,22.0,0.35,"(0.24, 0.49)"
cyrl.zhe,ж,23.0,0.37,"(0.25, 0.5)"
