,,counts,frequencies,CI
cyrl.de,д,9.0,0.15,"(0.07, 0.26)"
cyrl.io,ё,50.0,0.81,"(0.69, 0.9)"
cyrl.ka,к,3.0,0.05,"(0.01, 0.13)"
