,,counts,frequencies,CI
cyrl.a,а,5.0,0.08,"(0.03, 0.18)"
cyrl.io,ё,24.0,0.39,"(0.27, 0.52)"
cyrl.zhe,ж,33.0,0.53,"(0.4, 0.66)"
