,,counts,frequencies,CI
cyrl.ghe,г,6.0,0.1,"(0.04, 0.2)"
cyrl.ka,к,53.0,0.85,"(0.74, 0.93)"
cyrl.pe,п,3.0,0.05,"(0.01, 0.13)"
