,,counts,frequencies,CI
cyrl.de,д,18.0,0.29,"(0.18, 0.42)"
cyrl.io,ё,40.0,0.65,"(0.51, 0.76)"
cyrl.ya,я,4.0,0.06,"(0.02, 0.16)"
