,,counts,frequencies,CI
cyrl.a,а,1.0,0.02,"(0.0, 0.09)"
cyrl.io,ё,28.0,0.45,"(0.32, 0.58)"
cyrl.ka,к,33.0,0.53,"(0.4, 0.66)"
